5,RobertR's Collection,,20/01/12 18:57,111,Brisbane Tube Spider,Arbanitis longipes,"The Brisbane Trapdoor is a ground hunting spider that lives in earth burrows most commonly along embankments where there is little leaf litter.  Their carefully-crafted burrows are lined with a silk stocking and can extend up to 40 centimetres.  Despite the name Brisbane Trapdoor, their burrows are door-less.  Instead, their entrance is  lined with dead leaves bound with silk and completely open.  As the name suggests, the Brisbane Trapdoor is found in Brisbane and in coastal areas along the border of Queensland and New South Wales.  No bites have been recorded and the Brisbane Trapdoor is not believed to be dangerous.",,arbanitis_longipes_pa057_jw.jpg,,this spider was rediscovered in an industrial dump while I was watchiing my son riding his motorbike.
5,RobertR's Collection,,20/01/12 18:57,112,Orange Tube Coral,Tubastrea faulkneri,"<i>Tubastrea</i> corals do not have the zooxanthellae (dinoflagellate) symbiosis common to reef-building corals. They are predators that capture their prey using their large fleshy tentacle-like polyps (yellow-orange) that emerge from distinctive corallites (ranging from pink to green), to catch plankton or other invertebrates that come into contact with them. They mostly live in sheltered habitats such as caves in the shallows, but can also live in deeper waters because they do not depend on sunlight and photosynthesis for their nutrition. They are probably the most photographed coral worldwide, with this species distributed throughout the tropical to subtropical Indo-West Pacific.",,Tubastrea_faulkneri_db4752.jpg,,there is a spider that lives on the reef in places like this
5,RobertR's Collection,,20/01/12 18:57,117,Christmas Beetle,Anoplognathus boisduvalli,"Often heralding the arrival of the festive season, Christmas beetles often appear en masse in late spring and early summer. There are 34 Australian species of Christmas beetles (species of <i>Anoplognathus</i>). They come in a variety of colours, including iridescent greens and golds, and many species wouldn't look out of place on a Christmas tree. When they are in large numbers Christmas beetles can completely defoliate trees in a short-time. Repeated outbreaks of beetles over a number of years can even result in the death of trees.",,anoplognathus_boisduvali_nq262_jw.jpg,,these come at christmas and are great food
5,RobertR's Collection,,20/01/12 18:57,149,Bob Marley Sponge,Pipestela candelabra,"Named the 'Bob Marley Sponge' (resembling dreadlocks), this new species of a new genus, discovered in 2008, is one of the most widely-distributed sponge species on the Great Barrier Reef, extending into Papua New Guinea, Solomon Islands and Vanuatu. Finding such a common animal widely spread across the Great Barrier Reef in a new genus clearly tells us how little we still know of even our shallow coastal waters. This species was found to have new tripeptide chemicals which are now in preclinical development for cancer treatment.",,Pipestela_candelabra_G322938_undw.jpg,,cool colours but can it sing...
5,RobertR's Collection,,20/01/12 18:57,104,Galloways Grasshopper Egg Parasite,Scelio gallowayi,"Species of <i>Scelio</i> are minute wasps, about 3-5 mm in length, whose larvae develop as parasites within the eggs of locusts and related grasshoppers. Female <i>Scelio</i> wasps deposit their eggs inside those of the grasshopper using an elongate, telescopic egg-laying tube called an ovipositor. Only one wasp develops inside each grasshopper egg. Australia has around 60 species including <i>Scelio gallowayi</i> which is widespread in coastal Queensland. This species was named in honour of Dr Ian Galloway, CEO of the Queensland Museum, who previously worked on the taxonomy of this group of wasps.",,T99239_Scelio_gallowayi_edit.JPG,,cool. Can I get a  bristleworm named after me..
6,julie hawkins's Collection,toohhard to typw,23/01/12 10:18,56,Monkey-faced Jumping Spider,Mopsus mormon,"One of the largest jumping spiders found in Australia, this beautiful spider can leap more than 20 times its body length.  With four pairs of eyes, each seeing a different perspective, the Monkey-faced Spider has excellent telephoto eyesight.  They are the only spider family that can turn their head. Named for the beard on the face of males, the Monkey-faced Spider is found on plants. During mating season, the female will weave a tunnel-like nest with three compartments, one each for the egg sac, their mate and themselves.  While not toxic to humans, they are known to give a painful bite.",,mopsus_mormon_ns838_jw.tif,,\N
6,julie hawkins's Collection,toohhard to typw,23/01/12 10:18,80,File Clam ,Limaria sp.,"These delicate bivalve molluscs live on the underside of rocks, or under shell rubble in rock pools in the intertidal zone. They usually have a cream or whitish shell and red or pale orange tentacles. Some species, like this one, swim actively by beating their tentacles while rhythmically opening and closing both shell valves. Undoubtedly, this helps them evade certain predators. Other species remain fixed to rocks or coral by organic fibres (byssal threads) produced by the animal. File clams filter-feed on plankton. Handling should be avoided - not because file clams are dangerous but because they are delicate and easily damaged, and their tentacles stick to skin and frequently break off. File Clams occur throughout the Indo-west Pacific.",,loimia_gc_da-1982-e.jpg,,
6,julie hawkins's Collection,toohhard to typw,23/01/12 10:18,83,Common Green Treefrog,Litoria caerulea,"In Queensland, the approach of spring and summer rain is heralded by the croaking of male Green Treefrogs lurking in crevices, rainwater tanks and downpipes trying to attract females.  The Common Green Treefrog is widespread throughout northern and eastern Australia.  Despite the name, their colouring can also be light brown, purple or bright blue.  Their bellies are always white and their irises pale gold.  Mostly nocturnal, the Common Green Treefrog hides in cool, sheltered places to slow evaporative water loss.  They emerge at night and during rain to feed on anything that can be swallowed including small birds, rodents, bats and other frogs.   ",,litoria_caerulea_jw_da0579.jpg,,\N
6,julie hawkins's Collection,toohhard to typw,23/01/12 10:18,102,Common Stingaree,Trygonoptera testacea,"The Common Stingaree is one of 29 species of stingray occurring in the shallow tidal flats and seabeds of Queensland. The base of their tails are armed with barbed stinging spines covered in mucus and skin which, when disturbed, release a potent venom. Stingrays will often move close inshore on the rising tide to feed on small fish, crabs, yabbies and worms. Lying motionless and partially buried in sediment, the stingray thrusts its tail upward if trodden on, sometimes with such force that it will leave the broken barbed spine embedded in the victim, oozing venom into the wound.\
\
",,Trygonoptera testacea_IB1354.jpg,Ian Banks,\N
6,julie hawkins's Collection,toohhard to typw,23/01/12 10:18,23,Richard Daintree photograph ,,"This hand-coloured photograph was taken by geologist and photographer Richard Daintree in the mid to late 19th century. It shows travellers taking a rest on the old Gympie Road, north of Brisbane, with one of the Glasshouse Mountains (Mount Coonowrin) in the background. Daintree was responsible for opening up goldfields in the late 1860s in north Queensland, and headed up the Queensland geological survey from 1868-1870. Throughout his time in Queensland he took many photographs of the landscape and geology of the state. Taken in often difficult conditions using the cumbersome wet plate photographic process, this and other photographs by Daintree provide a vivid picture of early European settlement in Queensland.",H26914,,,
6,julie hawkins's Collection,toohhard to typw,23/01/12 10:18,17,A7V Sturmpanzerwagon 'Mephisto',,"This is the last surviving German War Tank from World War I. In 1917 the German Army produced 20 A7V Sturmpanzerwagens which were deployed in combat the following year. The vehicle known as Mephisto was immobilised in an area close to Villers-Bretonneux, France, called Monument Wood. On the night of 22 July 1918, a detachment of soldiers from the 26th Battalion, mainly comprised of Queenslanders, recovered the abandoned tank. Mephisto was shipped to England in January 1919 before being sent to Queensland as a war trophy. The tank arrived at Brisbane's Norman Wharf aboard the <i>SS Armagh</i> in August 1919. It was towed to the Queensland Museum in Gregory Terrace.",H4598,mephisto.tif,,
6,julie hawkins's Collection,toohhard to typw,23/01/12 10:18,11,Jardine family cannon ,,"This cannon, or swivel gun, was recovered from a gully within Bertiehaugh Station, an expansive cattle property in northern Queensland established by Frank Jardine in 1886-7, which was home to the Tepathighi people. In 1893, newspapers reported conflicts between Aboriginal locals and native police and farm workers in the area, naming the conflict 'The Battle of Bertie Haugh'. A 12-inch swivel gun, perhaps this one, was reported as an item in the Bertiehaugh Station armoury. Many outback stations in Queensland kept weapons like these during the period of frontier violence that forms a significant part of Queensland's rural and agricultural history.",H10505,db5079,,
7,mabil@web.de's Collection,,23/01/12 13:01,63,Giant rainforest mantid,Hierodula majuscula,"These large mantids are powerful predators. They mostly feed on other insects but are also known to capture small frogs and lizards. Native to northern Queensland, their leafy-green colour blends in perfectly with rainforest foliage. The popular notion that male mantids are eaten by the female during or after mating is only partly true. This probably happens in only a few species and certainly doesn't happen all the time. Most males survive, but those of the Giant Rainforest Mantid are amongst the unlucky ones. They often lose their heads to the female but are still able to mate successfully, sometimes for up to 12 hours",,hierodula_sp_ns068_jw..tif,,green spider?
7,mabil@web.de's Collection,,23/01/12 13:01,64,Gum Tree Shield Bug,Theseus modestus,"The Gum Tree Shield Bug is one of more than 550 species of Australian stink and shield bugs. Both the adults and nymphs of this group of bugs secrete a strong, corrosive, smelly substance as a defence mechanism against predators. If this substance comes in contact with your eyes it can be extremely painful. Adults of the Gum Tree Shield Bug roam the trunks of gum trees where they are well camouflaged by their mottled grey and black. In contrast, their rounded nymphs are conspicuously patterned with black and white. They usually shelter in clusters beneath loose bark.",,theseus_modestus_pl497_jw.tif,,\N
7,mabil@web.de's Collection,,23/01/12 13:01,99,Dugong (Sea Cow),Dugong dugon,"Easily identified by their distinctive trunk-like upper lip, Dugongs grow to approximately three metres long, and weigh between 200 and 400 kilograms at full maturity.  Dugongs feed on seagrasses and occasionally sea squirts.  During their long life (sometimes 70 years!) females give birth only a few times.  A significant proportion of the world's Dugong population is found in the warm waters off the Queensland Coast from the Gulf of Carpentaria, along the Great Barrier Reef down to Moreton Bay.  While no longer hunted, Dugongs are threatened with numbers declining as a result of habitat loss, boat propeller strikes and entanglement and drowning in gill-nets.",,db4957.tif,,
8,santi's Collection,,27/01/12 16:30,17,A7V Sturmpanzerwagon 'Mephisto',,"This is the last surviving German War Tank from World War I. In 1917 the German Army produced 20 A7V Sturmpanzerwagens which were deployed in combat the following year. The vehicle known as Mephisto was immobilised in an area close to Villers-Bretonneux, France, called Monument Wood. On the night of 22 July 1918, a detachment of soldiers from the 26th Battalion, mainly comprised of Queenslanders, recovered the abandoned tank. Mephisto was shipped to England in January 1919 before being sent to Queensland as a war trophy. The tank arrived at Brisbane's Norman Wharf aboard the <i>SS Armagh</i> in August 1919. It was towed to the Queensland Museum in Gregory Terrace.",H4598,mephisto.tif,,
8,santi's Collection,,27/01/12 16:30,11,Jardine family cannon ,,"This cannon, or swivel gun, was recovered from a gully within Bertiehaugh Station, an expansive cattle property in northern Queensland established by Frank Jardine in 1886-7, which was home to the Tepathighi people. In 1893, newspapers reported conflicts between Aboriginal locals and native police and farm workers in the area, naming the conflict 'The Battle of Bertie Haugh'. A 12-inch swivel gun, perhaps this one, was reported as an item in the Bertiehaugh Station armoury. Many outback stations in Queensland kept weapons like these during the period of frontier violence that forms a significant part of Queensland's rural and agricultural history.",H10505,db5079,,
8,santi's Collection,,27/01/12 16:30,8,X-Ray tube ,,"This is an extremely rare and fine example of early X-ray technology. The cathode X-ray tube was amongst the first pieces of radiological equipment ever developed. The cathode, being concave, focuses an electron beam to a small spot on the anticathode. This excites atoms in the anticathode, which relax by emitting X-ray photons. X-rays emerge from the side of the tube and since they emanate from a small spot on the anticathode, X-ray images are sharp. The glass becomes discoloured due to radiation damage. Tubes of this kind were used in medicine and for further X-ray experimentation.",H22579,pw716 ??,,
8,santi's Collection,,27/01/12 16:30,5,Cane knife,,"This cane knife belonged to Don Low, a cane farmer from Yandina on the Sunshine Coast.  Since the mid-19th century, sugarcane has been farmed all along the Queensland coast. Cane was harvested by hand using long-handled knives like this one.  In the 19th century this hot, dirty, backbreaking work was often performed by recruited South Sea Islanders, who in many cases had been misled about conditions in Australia or forced here against their will. They were soon to be replaced by European migrant workers. Nowadays mechanised cane harvesters perform the work of cane cutters, resulting in larger farms and fewer jobs.",H27708,db4915,,
8,santi's Collection,,27/01/12 16:30,2,Prickly pear singeing machine,,"Prickly pear was introduced into Australian gardens from South America in the 1830s. In Queensland it grew quickly and farmers used it as a hedge to fence in farmland. They also used it as cattle fodder, and this machine was designed to singe the prickles off so the cattle could eat it safely. Unknowingly, by feeding it to their cattle, the farmers helped the plant to spread rapidly until it became a major pest. In the 1920s the Cactoblastis moth <i>Cactoblastis cactorum</i> was set loose and within six years it solved one of Australia's biggest introduced pest problems.",H14375,PW520,,
8,santi's Collection,,27/01/12 16:30,146,Aboriginal shields,,"Shields were skillfully crafted and used in ceremonies, dances and occasionally in defensive combat by Aboriginal men. The shape and decoration of the shields varied from region to region. The narrowest shields were usually used in hand-to-hand combat while large, broad shields protected the holder against spears and other missiles. The largest and most spectacular shields were made by the rainforest peoples of north Queensland. They were carefully painted with clan designs and adorned with stunning colours.",,shields_ny617_jw.jpg,,
8,santi's Collection,,27/01/12 16:30,144,Carved boomerang,,"A boomerang with incised low relief design carved on Crows Ash wood by Jack O'Chin. The design features the names of F Fisher and E Gilbert, and the initials LAS. The carved design consists of a male figure catching a football, a male figure wearing a sporting blazer, and, on the tips of the boomerang, a football and a cricket ball and wicket. The figures are coloured, possibly with graphite pencil and red coloured pencil. Jack O'Chin was a great supporter of all sports in Cherbourg and honoured his mates with the carving of this boomerang.",QE26592,db7404.tif,,
8,santi's Collection,,27/01/12 16:30,136,Bomber headdress,,This dance headdress was made by respected Torres Strait artist James Eseli in 1988. Eseli drew on his experiences during World War II to choreograph a dance that features distinctive headdresses of bombers and fighter planes taking off from Nurupai (Horn Island) on their way to Japanese targets in New Guinea.   ,,db6133_v1,,
9,joshua's Collection,,28/01/12 11:41,2,Prickly pear singeing machine,,"Prickly pear was introduced into Australian gardens from South America in the 1830s. In Queensland it grew quickly and farmers used it as a hedge to fence in farmland. They also used it as cattle fodder, and this machine was designed to singe the prickles off so the cattle could eat it safely. Unknowingly, by feeding it to their cattle, the farmers helped the plant to spread rapidly until it became a major pest. In the 1920s the Cactoblastis moth <i>Cactoblastis cactorum</i> was set loose and within six years it solved one of Australia's biggest introduced pest problems.",H14375,PW520,,
9,joshua's Collection,,28/01/12 11:41,5,Cane knife,,"This cane knife belonged to Don Low, a cane farmer from Yandina on the Sunshine Coast.  Since the mid-19th century, sugarcane has been farmed all along the Queensland coast. Cane was harvested by hand using long-handled knives like this one.  In the 19th century this hot, dirty, backbreaking work was often performed by recruited South Sea Islanders, who in many cases had been misled about conditions in Australia or forced here against their will. They were soon to be replaced by European migrant workers. Nowadays mechanised cane harvesters perform the work of cane cutters, resulting in larger farms and fewer jobs.",H27708,db4915,,
10,em's Collection,,28/01/12 11:46,118,Ulysses Butterfly,Papilio ulysses,"The Ulysses Butterfly is one of the iconic insects of north Queensland. It is restricted to rainforest and is especially common in the wet mountains. In flight it is visible from hundreds of metres away as a series of bright blue flashes. When resting with its dark brown wing undersides showing it is very difficult to detect amongst the deep shadows of the rainforest. Male Ulysses Butterflies are attracted to blue objects, mistaking them for a female. Try wearing a bright blue hat in the north Queensland rainforest and you may be lucky enough to entice a male down.",,papilio_ulysses_nu309_jw_LC_etched.jpg,,
10,em's Collection,,28/01/12 11:46,1,Joy Toy teddy bear,,"In the early 1920s George Kirby established Joy Toys, the first Australian company to mass-produce toys.  Joy Toys made teddy bears, wooden toys and cloth dolls, based on traditional European and British designs, in their South Yarra factory, Victoria. This Joy Toy teddy bear was donated to the Queensland Museum in 2006.  While the exact date of manufacture is unknown, its articulated neck, shoulder and hips indicate it was manufactured before 1960.",H44565,db4630,,
11,Wombat's Collection,Because.,29/01/12 13:51,1,Joy Toy teddy bear,,"In the early 1920s George Kirby established Joy Toys, the first Australian company to mass-produce toys.  Joy Toys made teddy bears, wooden toys and cloth dolls, based on traditional European and British designs, in their South Yarra factory, Victoria. This Joy Toy teddy bear was donated to the Queensland Museum in 2006.  While the exact date of manufacture is unknown, its articulated neck, shoulder and hips indicate it was manufactured before 1960.",H44565,db4630,,
11,Wombat's Collection,Because.,29/01/12 13:51,91,Diprotodon ,Diprotodon optatum ,"This <i>Diprotodon optatum</i> skull, found at Ned's Gully in the eastern Darling Downs of Queensland, is estimated to be around 45,000 years old. Measuring nearly two metres tall, three metres long and weighing over two tonnes, Diprotodon was a massive wombat-like creature that walked with a pigeon-toed gait. Diprotodon was the world's largest marsupial, and part of the unique species called megafauna that lived after the age of dinosaurs, 1.6 to 40,000 million years ago. The name megafauna means 'large animal' and that's exactly what they were -gigantic versions of many of the animals we see today.",,Diprotodon. 007.jpg,,
11,Wombat's Collection,Because.,29/01/12 13:51,42,Pineapple peeler,,"Pineapples are synonymous with the tropical produce of Queensland. In 1971 Brisbane resident, Ray Ashdown, watched his wife skin a pineapple before slicing it. Convinced there was a better way, he devised this prototype pineapple peeler. Ray took his prototype to the ABC Inventors programme, where it was featured in 1970. After an enthusiastic response it was developed, patented, manufactured and sold worldwide with the slogan 'makes eating pineapple a real pleasure'. The final product was made with yellow plastic. It made a colourful and useful addition to Queensland kitchen drawers.",H22737,DB4886,,Yum!
11,Wombat's Collection,Because.,29/01/12 13:51,87,Thorny Devil,Moloch horridus,"The Thorny Devil, <i>Moloch horridus</i>, is one of 28 species of dragon that occur in Queensland. It grows to about 20 centimetres in length and lives for about 20 years, feeding exclusively on ants. It is highly camouflaged, changing its colour depending on whether it is hot or cold. Covered in thorny, conical spikes and minute channels, the Thorny Devil's armoured skin directs water to its mouth. The Thorny Devil also has a hump on the back of its neck that acts as a 'false head'.  It protects its real head by presenting this to predators.",,moloch_horridus_nv828_gc.jpg,,
11,Wombat's Collection,Because.,29/01/12 13:51,80,File Clam ,Limaria sp.,"These delicate bivalve molluscs live on the underside of rocks, or under shell rubble in rock pools in the intertidal zone. They usually have a cream or whitish shell and red or pale orange tentacles. Some species, like this one, swim actively by beating their tentacles while rhythmically opening and closing both shell valves. Undoubtedly, this helps them evade certain predators. Other species remain fixed to rocks or coral by organic fibres (byssal threads) produced by the animal. File clams filter-feed on plankton. Handling should be avoided - not because file clams are dangerous but because they are delicate and easily damaged, and their tentacles stick to skin and frequently break off. File Clams occur throughout the Indo-west Pacific.",,loimia_gc_da-1982-e.jpg,,
11,Wombat's Collection,Because.,29/01/12 13:51,79,Brush-tailed Phascogale,Phascogale tapoatafa,"The Brush-tailed Phascogale is an agile climber found in bushland and open forests along the Australian coastline.  In Queensland, it is found in small patches from the Cape York Peninsula down to Rockhampton and outer Brisbane.  The Brush-tailed Phascogale sleeps in tree hollows during the day, emerging at night to forage for insects, spiders, nectar and small vertebrates. Mating is frenzied, and male Brush-tailed Phascogales die soon after as a result of stress and over exertion.  Females live for up to three years, but rarely have more than one litter.  After weaning at 20 weeks, males disperse, whereas females settle within the natal range.",,phascogale_tapoatafa_pq119_gc_v1.tif,,
11,Wombat's Collection,Because.,29/01/12 13:51,78,Spotted-tail Quoll ,Dasyurus maculatus,"The Spotted-tailed Quoll is a nocturnal marsupial found in wet eucalypt forest and rainforest in the north Queensland tablelands and eastern Australia, from south-east Queensland to Tasmania. Due to introduced pests and development, the Spotted-tailed Quoll is almost certainly extinct in metropolitan Brisbane. They are avid hunters and decapitated or throttled birds are usually evidence that Spotted-tailed Quolls have been in pursuit of their prey. They have a distinct big toe on each of their hind feet that lacks a protective nail. They also have a unique call, sounding eerily similar to the short burst of a circular saw starting.",,spec_quoll.jpg,,
11,Wombat's Collection,Because.,29/01/12 13:51,71,Little Red Flying Fox ,Pteropus scapulatus,"A species of bat native to northern and eastern Australia, the Little Red Flying Fox is the smallest of the mainland Australian flying foxes. Little Red Flying Foxes roost very closely together in sites close to ground-level and often in camps belonging to other, larger flying foxes. They are a nomadic species, randomly following waterways and changing the direction of their flight patterns on an almost nightly basis. The diet of the Little Red Flying Fox consists primarily of the nectar and pollen of eucalypt blossoms. It navigates by sight and smell alone and does not echolocate by detecting sound reflection off objects.",,pteropus_scapulatus_pk830_gc_v1.jpg,,
11,Wombat's Collection,Because.,29/01/12 13:51,70,Gould's Wattled Bat,Chalinolobus gouldi,"Gould's Wattled Bat is named after famous 19th century English naturalist, John Gould.  Gould worked alongside Sir Charles Darwin, identifying and describing bird and mammal species. Gould's Wattled Bats are as common in wooded areas as they are in urban settings, and are frequently seen at dusk, flying around dams and other watering holes. While some males will choose to roost alone, a colony will often average around 30 bats, with the largest colonies growing to around 200. Interestingly, the female of the species can store fertile sperm for at least 33 days, allowing conception long after mating has occurred. ",,chalinolobus_gouldii_pa553_jw.jpg,,
11,Wombat's Collection,Because.,29/01/12 13:51,66,Dodd Specimen,,"This arrangement of butterflies is part of the F.P. & A.P. Dodd Collection of Tropical Insects. Frederick Parkhurst Dodd (1861-1937) was an iconic figure in Australian entomology, known as the 'Butterfly Man of Kuranda'. The Jezebels (<i>Delias</i> spp.) in this case were collected by his third son, Alan Parkhurst Dodd (1896-1981), also an accomplished entomologist, during trips to New Guinea in 1949, 1955 and 1962. They were arranged to complement his father's original collection.  Jezebels are numerous in the mountains of New Guinea.  Alan pinned the specimens upside down to show their colourful undersides.",,dodd_collection_417b_v1.tif,,
11,Wombat's Collection,Because.,29/01/12 13:51,61,Cooloola Monster,Cooloola propator,"In 1976 Queensland Museum scientists discovered a bizarre cricket-like beast in the Cooloola region north of Brisbane. They dubbed it the Cooloola monster. Officially named <i>Cooloola propator</i> in 1986, the Cooloola monster caused quite a stir in the insect world. It was so strange it needed a group of its own - Cooloolidae - the first new family of crickets or grasshoppers for nearly 100 years. Females are large and fat and live entirely underground, while males surface on rainy nights to search for a mate. In the 20 years since the Cooloola monster was discovered, three more species have been described in Queensland.",,cooloola_pearsoni_nm700_jw.tif,,
11,Wombat's Collection,Because.,29/01/12 13:51,94,Kangaroo (Pleistocene),Procoptodon Goliah,"Standing three metres tall and weighing over 200 kilograms <i>Procoptodon goliah<i> was the heaviest kangaroo to have ever lived.  They survived until 40,000 - 30,000 years ago.  Their front paws had two extra-long, clawed fingers resembling a grappling hook.  They would have used these claws and their long arms to pull down branches from tall trees to feed on leaves  ",,Procoptodon_01.jpg,,
11,Wombat's Collection,Because.,29/01/12 13:51,99,Dugong (Sea Cow),Dugong dugon,"Easily identified by their distinctive trunk-like upper lip, Dugongs grow to approximately three metres long, and weigh between 200 and 400 kilograms at full maturity.  Dugongs feed on seagrasses and occasionally sea squirts.  During their long life (sometimes 70 years!) females give birth only a few times.  A significant proportion of the world's Dugong population is found in the warm waters off the Queensland Coast from the Gulf of Carpentaria, along the Great Barrier Reef down to Moreton Bay.  While no longer hunted, Dugongs are threatened with numbers declining as a result of habitat loss, boat propeller strikes and entanglement and drowning in gill-nets.",,db4957.tif,,
12,greg tuckwell's Collection,i like it,20/01/12 10:43,120,Eastern Red Scorpionfish,Scorpaena cardinalis,"The Eastern Red Scorpionfish is one of the largest scorpionfishes in Australian waters, found lurking in rocky crevices and caverns of south eastern Australia.  Armed with 12 venomous dorsal fin spines, it should be handled with extreme care. These dorsal spines secrete venomous mucus, and when stung, the victim experiences severe pain. A master of deception, this nocturnal species stalks its prey, disguising itself against rocks, coral and seaweed.  When the unsuspecting victim - usually small fish, crabs or prawns - passes close by the Eastern Red Scorpionfish sucks them vacuum-like into its mouth, swallowing them whole.  ",,Scorpaena cardinalis_IB5090-corr.jpg,,
